district,week,week_of_year,year,month,cholera_cases,typhoid_cases,add_cases,total_wb_cases,latitude,longitude
Mumbai Suburban,25-01-2021,4,2021,1,1,8,59,75,19.12,72.87
Mumbai Suburban,01-02-2021,5,2021,2,1,11,67,86,19.12,72.87
Mumbai Suburban,08-02-2021,6,2021,2,4,6,63,83,19.12,72.87
Mumbai Suburban,15-02-2021,7,2021,2,3,6,71,85,19.12,72.87
Mumbai Suburban,22-02-2021,8,2021,2,4,3,58,73,19.12,72.87
Mumbai Suburban,01-03-2021,9,2021,3,2,9,67,86,19.12,72.87
Mumbai Suburban,08-03-2021,10,2021,3,0,9,60,75,19.12,72.87
Mumbai Suburban,15-03-2021,11,2021,3,4,9,72,90,19.12,72.87
Mumbai Suburban,22-03-2021,12,2021,3,2,5,72,82,19.12,72.87
Mumbai Suburban,29-03-2021,13,2021,3,5,8,72,94,19.12,72.87
Mumbai Suburban,05-04-2021,14,2021,4,2,10,103,122,19.12,72.87
Mumbai Suburban,12-04-2021,15,2021,4,3,15,108,132,19.12,72.87
Mumbai Suburban,19-04-2021,16,2021,4,4,20,137,164,19.12,72.87
Mumbai Suburban,26-04-2021,17,2021,4,1,13,101,120,19.12,72.87
Mumbai Suburban,03-05-2021,18,2021,5,6,20,102,138,19.12,72.87
Mumbai Suburban,10-05-2021,19,2021,5,6,19,106,137,19.12,72.87
Mumbai Suburban,17-05-2021,20,2021,5,4,16,117,142,19.12,72.87
Mumbai Suburban,24-05-2021,21,2021,5,6,10,98,121,19.12,72.87
Mumbai Suburban,31-05-2021,22,2021,5,3,6,117,134,19.12,72.87
Mumbai Suburban,07-06-2021,23,2021,6,13,6,242,270,19.12,72.87
Mumbai Suburban,14-06-2021,24,2021,6,1,13,223,247,19.12,72.87
Mumbai Suburban,21-06-2021,25,2021,6,10,15,232,266,19.12,72.87
Mumbai Suburban,28-06-2021,26,2021,6,6,11,232,256,19.12,72.87
Mumbai Suburban,05-07-2021,27,2021,7,9,14,209,237,19.12,72.87
Mumbai Suburban,12-07-2021,28,2021,7,4,8,227,254,19.12,72.87
Mumbai Suburban,19-07-2021,29,2021,7,7,13,261,286,19.12,72.87
Mumbai Suburban,26-07-2021,30,2021,7,8,13,242,272,19.12,72.87
Mumbai Suburban,02-08-2021,31,2021,8,8,6,242,265,19.12,72.87
Mumbai Suburban,09-08-2021,32,2021,8,7,12,251,284,19.12,72.87
Mumbai Suburban,16-08-2021,33,2021,8,11,12,200,235,19.12,72.87
Mumbai Suburban,23-08-2021,34,2021,8,5,10,211,232,19.12,72.87
Mumbai Suburban,30-08-2021,35,2021,8,7,14,246,275,19.12,72.87
Mumbai Suburban,06-09-2021,36,2021,9,6,12,205,227,19.12,72.87
Mumbai Suburban,13-09-2021,37,2021,9,9,12,228,253,19.12,72.87
Mumbai Suburban,20-09-2021,38,2021,9,7,9,218,237,19.12,72.87
Mumbai Suburban,27-09-2021,39,2021,9,8,15,203,236,19.12,72.87
Mumbai Suburban,04-10-2021,40,2021,10,3,5,86,100,19.12,72.87
Mumbai Suburban,11-10-2021,41,2021,10,2,9,85,106,19.12,72.87
Mumbai Suburban,18-10-2021,42,2021,10,2,4,90,103,19.12,72.87
Mumbai Suburban,25-10-2021,43,2021,10,2,8,85,105,19.12,72.87
Mumbai Suburban,01-11-2021,44,2021,11,3,10,87,107,19.12,72.87
Mumbai Suburban,08-11-2021,45,2021,11,4,8,68,86,19.12,72.87
Mumbai Suburban,15-11-2021,46,2021,11,2,9,89,109,19.12,72.87
Mumbai Suburban,22-11-2021,47,2021,11,3,8,96,113,19.12,72.87
Mumbai Suburban,29-11-2021,48,2021,11,4,9,94,112,19.12,72.87
Mumbai Suburban,06-12-2021,49,2021,12,2,11,58,82,19.12,72.87
Mumbai Suburban,13-12-2021,50,2021,12,0,4,64,76,19.12,72.87
Mumbai Suburban,20-12-2021,51,2021,12,2,8,79,98,19.12,72.87
Mumbai Suburban,27-12-2021,52,2021,12,3,9,86,101,19.12,72.87
Mumbai Suburban,03-01-2022,1,2022,1,1,3,73,86,19.12,72.87
Mumbai Suburban,10-01-2022,2,2022,1,1,4,72,82,19.12,72.87
Mumbai Suburban,17-01-2022,3,2022,1,3,8,54,68,19.12,72.87
Mumbai Suburban,24-01-2022,4,2022,1,3,7,68,81,19.12,72.87
Mumbai Suburban,31-01-2022,5,2022,1,0,10,67,81,19.12,72.87
Mumbai Suburban,07-02-2022,6,2022,2,1,9,71,87,19.12,72.87
Mumbai Suburban,14-02-2022,7,2022,2,1,6,61,76,19.12,72.87
Mumbai Suburban,21-02-2022,8,2022,2,3,12,73,93,19.12,72.87
Mumbai Suburban,28-02-2022,9,2022,2,1,10,60,75,19.12,72.87
Mumbai Suburban,07-03-2022,10,2022,3,2,6,60,76,19.12,72.87
Mumbai Suburban,14-03-2022,11,2022,3,3,9,69,86,19.12,72.87
Mumbai Suburban,21-03-2022,12,2022,3,1,8,60,72,19.12,72.87
Mumbai Suburban,28-03-2022,13,2022,3,2,10,50,69,19.12,72.87
Mumbai Suburban,04-04-2022,14,2022,4,6,9,119,140,19.12,72.87
Mumbai Suburban,11-04-2022,15,2022,4,8,18,111,143,19.12,72.87
Mumbai Suburban,18-04-2022,16,2022,4,2,13,122,141,19.12,72.87
Mumbai Suburban,25-04-2022,17,2022,4,3,21,121,153,19.12,72.87
Mumbai Suburban,02-05-2022,18,2022,5,5,13,132,154,19.12,72.87
Mumbai Suburban,09-05-2022,19,2022,5,2,20,118,146,19.12,72.87
Mumbai Suburban,16-05-2022,20,2022,5,2,14,118,141,19.12,72.87
Mumbai Suburban,23-05-2022,21,2022,5,5,10,113,133,19.12,72.87
Mumbai Suburban,30-05-2022,22,2022,5,3,11,105,126,19.12,72.87
Mumbai Suburban,06-06-2022,23,2022,6,7,13,218,247,19.12,72.87
Mumbai Suburban,13-06-2022,24,2022,6,7,9,221,248,19.12,72.87
Mumbai Suburban,20-06-2022,25,2022,6,7,12,234,261,19.12,72.87
Mumbai Suburban,27-06-2022,26,2022,6,4,9,250,272,19.12,72.87
Mumbai Suburban,04-07-2022,27,2022,7,0,9,211,225,19.12,72.87
Mumbai Suburban,11-07-2022,28,2022,7,10,14,226,260,19.12,72.87
Mumbai Suburban,18-07-2022,29,2022,7,7,12,237,268,19.12,72.87
Mumbai Suburban,25-07-2022,30,2022,7,5,8,219,241,19.12,72.87
Mumbai Suburban,01-08-2022,31,2022,8,5,14,216,238,19.12,72.87
Mumbai Suburban,08-08-2022,32,2022,8,5,5,210,231,19.12,72.87
Mumbai Suburban,15-08-2022,33,2022,8,6,19,221,255,19.12,72.87
Mumbai Suburban,22-08-2022,34,2022,8,10,16,221,256,19.12,72.87
Mumbai Suburban,29-08-2022,35,2022,8,9,9,235,263,19.12,72.87
Mumbai Suburban,05-09-2022,36,2022,9,7,18,211,243,19.12,72.87
Mumbai Suburban,12-09-2022,37,2022,9,10,19,187,226,19.12,72.87
Mumbai Suburban,19-09-2022,38,2022,9,10,11,207,233,19.12,72.87
Mumbai Suburban,26-09-2022,39,2022,9,6,13,190,217,19.12,72.87
Mumbai Suburban,03-10-2022,40,2022,10,3,7,104,119,19.12,72.87
Mumbai Suburban,10-10-2022,41,2022,10,1,9,79,97,19.12,72.87
Mumbai Suburban,17-10-2022,42,2022,10,0,10,84,104,19.12,72.87
Mumbai Suburban,24-10-2022,43,2022,10,4,7,90,107,19.12,72.87
Mumbai Suburban,31-10-2022,44,2022,10,1,7,70,84,19.12,72.87
Mumbai Suburban,07-11-2022,45,2022,11,3,8,79,97,19.12,72.87
Mumbai Suburban,14-11-2022,46,2022,11,3,5,81,92,19.12,72.87
Mumbai Suburban,21-11-2022,47,2022,11,4,10,82,105,19.12,72.87
Mumbai Suburban,28-11-2022,48,2022,11,0,7,84,99,19.12,72.87
Mumbai Suburban,05-12-2022,49,2022,12,2,6,72,89,19.12,72.87
Mumbai Suburban,12-12-2022,50,2022,12,0,7,65,78,19.12,72.87
Mumbai Suburban,19-12-2022,51,2022,12,0,9,55,74,19.12,72.87
Mumbai Suburban,26-12-2022,52,2022,12,4,7,60,73,19.12,72.87
Mumbai Suburban,02-01-2023,1,2023,1,1,5,52,63,19.12,72.87
Mumbai Suburban,09-01-2023,2,2023,1,3,6,65,80,19.12,72.87
Mumbai Suburban,16-01-2023,3,2023,1,2,10,67,87,19.12,72.87
Mumbai Suburban,23-01-2023,4,2023,1,2,5,68,79,19.12,72.87
Mumbai Suburban,30-01-2023,5,2023,1,0,11,58,80,19.12,72.87
Mumbai Suburban,06-02-2023,6,2023,2,0,10,74,95,19.12,72.87
Mumbai Suburban,13-02-2023,7,2023,2,0,7,62,74,19.12,72.87
Mumbai Suburban,20-02-2023,8,2023,2,0,5,71,82,19.12,72.87
Mumbai Suburban,27-02-2023,9,2023,2,2,7,62,77,19.12,72.87
Mumbai Suburban,06-03-2023,10,2023,3,3,7,59,75,19.12,72.87
Mumbai Suburban,13-03-2023,11,2023,3,0,7,62,70,19.12,72.87
Mumbai Suburban,20-03-2023,12,2023,3,2,5,52,62,19.12,72.87
Mumbai Suburban,27-03-2023,13,2023,3,0,8,61,76,19.12,72.87
Mumbai Suburban,03-04-2023,14,2023,4,3,14,120,145,19.12,72.87
Mumbai Suburban,10-04-2023,15,2023,4,1,12,124,142,19.12,72.87
Mumbai Suburban,17-04-2023,16,2023,4,1,10,110,128,19.12,72.87
Mumbai Suburban,24-04-2023,17,2023,4,2,14,129,150,19.12,72.87
Mumbai Suburban,01-05-2023,18,2023,5,7,20,105,137,19.12,72.87
Mumbai Suburban,08-05-2023,19,2023,5,4,16,99,124,19.12,72.87
Mumbai Suburban,15-05-2023,20,2023,5,7,11,115,140,19.12,72.87
Mumbai Suburban,22-05-2023,21,2023,5,5,15,130,155,19.12,72.87
Mumbai Suburban,29-05-2023,22,2023,5,3,12,112,137,19.12,72.87
Mumbai Suburban,05-06-2023,23,2023,6,10,9,201,228,19.12,72.87
Mumbai Suburban,12-06-2023,24,2023,6,7,14,221,253,19.12,72.87
Mumbai Suburban,19-06-2023,25,2023,6,5,16,212,239,19.12,72.87
Mumbai Suburban,26-06-2023,26,2023,6,9,10,225,253,19.12,72.87
Mumbai Suburban,03-07-2023,27,2023,7,6,11,246,271,19.12,72.87
Mumbai Suburban,10-07-2023,28,2023,7,10,8,213,233,19.12,72.87
Mumbai Suburban,17-07-2023,29,2023,7,9,12,202,230,19.12,72.87
Mumbai Suburban,24-07-2023,30,2023,7,10,11,217,246,19.12,72.87
Mumbai Suburban,31-07-2023,31,2023,7,4,8,204,229,19.12,72.87
Mumbai Suburban,07-08-2023,32,2023,8,7,13,207,239,19.12,72.87
Mumbai Suburban,14-08-2023,33,2023,8,3,8,234,253,19.12,72.87
Mumbai Suburban,21-08-2023,34,2023,8,7,11,226,252,19.12,72.87
Mumbai Suburban,28-08-2023,35,2023,8,7,13,241,279,19.12,72.87
Mumbai Suburban,04-09-2023,36,2023,9,3,16,229,256,19.12,72.87
Mumbai Suburban,11-09-2023,37,2023,9,6,16,223,252,19.12,72.87
Mumbai Suburban,18-09-2023,38,2023,9,5,8,219,239,19.12,72.87
Mumbai Suburban,25-09-2023,39,2023,9,5,16,245,281,19.12,72.87
Mumbai Suburban,02-10-2023,40,2023,10,1,8,90,104,19.12,72.87
Mumbai Suburban,09-10-2023,41,2023,10,4,7,91,110,19.12,72.87
Mumbai Suburban,16-10-2023,42,2023,10,2,14,81,103,19.12,72.87
Mumbai Suburban,23-10-2023,43,2023,10,3,4,83,95,19.12,72.87
Mumbai Suburban,30-10-2023,44,2023,10,4,8,101,120,19.12,72.87
Mumbai Suburban,06-11-2023,45,2023,11,5,6,80,97,19.12,72.87
Mumbai Suburban,13-11-2023,46,2023,11,1,8,98,115,19.12,72.87
Mumbai Suburban,20-11-2023,47,2023,11,3,1,91,101,19.12,72.87
Mumbai Suburban,27-11-2023,48,2023,11,6,8,90,114,19.12,72.87
Mumbai Suburban,04-12-2023,49,2023,12,3,7,66,87,19.12,72.87
Mumbai Suburban,11-12-2023,50,2023,12,1,6,58,74,19.12,72.87
Mumbai Suburban,18-12-2023,51,2023,12,4,10,67,88,19.12,72.87
Mumbai Suburban,25-12-2023,52,2023,12,0,5,66,76,19.12,72.87
Thane,07-01-2019,2,2019,1,4,12,98,121,19.218,73.058
Thane,14-01-2019,3,2019,1,2,12,87,107,19.218,73.058
Thane,21-01-2019,4,2019,1,3,8,108,125,19.218,73.058
Thane,28-01-2019,5,2019,1,1,14,91,113,19.218,73.058
Thane,04-02-2019,6,2019,2,0,11,87,107,19.218,73.058
Thane,11-02-2019,7,2019,2,5,11,101,126,19.218,73.058
Thane,18-02-2019,8,2019,2,2,10,72,91,19.218,73.058
Thane,25-02-2019,9,2019,2,1,6,79,93,19.218,73.058
Thane,04-03-2019,10,2019,3,3,6,78,96,19.218,73.058
Thane,11-03-2019,11,2019,3,4,11,73,94,19.218,73.058
Thane,18-03-2019,12,2019,3,2,14,93,114,19.218,73.058
Thane,25-03-2019,13,2019,3,5,12,75,103,19.218,73.058
Thane,01-04-2019,14,2019,4,6,26,164,202,19.218,73.058
Thane,08-04-2019,15,2019,4,3,20,174,204,19.218,73.058
Thane,15-04-2019,16,2019,4,1,28,139,175,19.218,73.058
Thane,22-04-2019,17,2019,4,4,20,143,183,19.218,73.058
Thane,29-04-2019,18,2019,4,5,20,163,195,19.218,73.058
Thane,06-05-2019,19,2019,5,4,26,151,192,19.218,73.058
Thane,13-05-2019,20,2019,5,7,20,164,197,19.218,73.058
Thane,20-05-2019,21,2019,5,8,20,166,203,19.218,73.058
Thane,27-05-2019,22,2019,5,8,17,158,187,19.218,73.058
Thane,03-06-2019,23,2019,6,4,21,316,357,19.218,73.058
Thane,10-06-2019,24,2019,6,10,17,300,341,19.218,73.058
Thane,17-06-2019,25,2019,6,12,21,292,335,19.218,73.058
Thane,24-06-2019,26,2019,6,9,26,326,373,19.218,73.058
Thane,01-07-2019,27,2019,7,8,22,304,347,19.218,73.058
Thane,08-07-2019,28,2019,7,7,16,322,355,19.218,73.058
Thane,15-07-2019,29,2019,7,9,20,319,355,19.218,73.058
Thane,22-07-2019,30,2019,7,17,17,299,345,19.218,73.058
Thane,29-07-2019,31,2019,7,15,27,313,371,19.218,73.058
Thane,05-08-2019,32,2019,8,10,20,316,358,19.218,73.058
Thane,12-08-2019,33,2019,8,10,15,303,340,19.218,73.058
Thane,19-08-2019,34,2019,8,6,12,341,370,19.218,73.058
Thane,26-08-2019,35,2019,8,12,15,326,358,19.218,73.058
Thane,02-09-2019,36,2019,9,8,13,311,342,19.218,73.058
Thane,09-09-2019,37,2019,9,12,19,325,372,19.218,73.058
Thane,16-09-2019,38,2019,9,9,14,336,370,19.218,73.058
Thane,23-09-2019,39,2019,9,16,19,308,355,19.218,73.058
Thane,30-09-2019,40,2019,9,12,23,305,347,19.218,73.058
Thane,07-10-2019,41,2019,10,3,14,122,146,19.218,73.058
Thane,14-10-2019,42,2019,10,5,9,120,146,19.218,73.058
Thane,21-10-2019,43,2019,10,5,11,123,145,19.218,73.058
Thane,28-10-2019,44,2019,10,3,14,128,157,19.218,73.058
Thane,04-11-2019,45,2019,11,5,11,124,150,19.218,73.058
Thane,11-11-2019,46,2019,11,3,15,124,152,19.218,73.058
Thane,18-11-2019,47,2019,11,2,13,138,160,19.218,73.058
Thane,25-11-2019,48,2019,11,6,11,116,140,19.218,73.058
Thane,02-12-2019,49,2019,12,3,5,81,103,19.218,73.058
Thane,09-12-2019,50,2019,12,3,7,80,98,19.218,73.058
Thane,16-12-2019,51,2019,12,2,10,92,117,19.218,73.058
Thane,23-12-2019,52,2019,12,5,6,91,106,19.218,73.058
Thane,30-12-2019,1,2019,12,2,9,92,113,19.218,73.058
Thane,06-01-2020,2,2020,1,2,11,71,94,19.218,73.058
Thane,13-01-2020,3,2020,1,2,10,86,105,19.218,73.058
Thane,20-01-2020,4,2020,1,1,7,87,106,19.218,73.058
Thane,27-01-2020,5,2020,1,3,11,85,105,19.218,73.058
Thane,03-02-2020,6,2020,2,2,7,78,96,19.218,73.058
Thane,10-02-2020,7,2020,2,2,14,96,124,19.218,73.058
Thane,17-02-2020,8,2020,2,1,10,85,102,19.218,73.058
Thane,24-02-2020,9,2020,2,2,17,86,114,19.218,73.058
Thane,02-03-2020,10,2020,3,1,8,88,104,19.218,73.058
Thane,09-03-2020,11,2020,3,2,8,96,114,19.218,73.058
Thane,16-03-2020,12,2020,3,1,9,89,111,19.218,73.058
Thane,23-03-2020,13,2020,3,5,7,87,107,19.218,73.058
Thane,30-03-2020,14,2020,3,3,13,98,123,19.218,73.058
Thane,06-04-2020,15,2020,4,2,22,165,195,19.218,73.058
Thane,13-04-2020,16,2020,4,4,29,147,192,19.218,73.058
Thane,20-04-2020,17,2020,4,6,16,159,192,19.218,73.058
Thane,27-04-2020,18,2020,4,7,22,157,199,19.218,73.058
Thane,04-05-2020,19,2020,5,2,26,167,207,19.218,73.058
Thane,11-05-2020,20,2020,5,5,20,171,200,19.218,73.058
Thane,18-05-2020,21,2020,5,4,12,154,180,19.218,73.058
Thane,25-05-2020,22,2020,5,5,23,172,207,19.218,73.058
Thane,01-06-2020,23,2020,6,7,10,305,330,19.218,73.058
Thane,08-06-2020,24,2020,6,14,13,298,329,19.218,73.058
Thane,15-06-2020,25,2020,6,12,13,296,332,19.218,73.058
Thane,22-06-2020,26,2020,6,9,12,321,352,19.218,73.058
Thane,29-06-2020,27,2020,6,11,17,311,346,19.218,73.058
Thane,06-07-2020,28,2020,7,10,25,300,346,19.218,73.058
Thane,13-07-2020,29,2020,7,8,21,299,342,19.218,73.058
Thane,20-07-2020,30,2020,7,9,12,307,337,19.218,73.058
Thane,27-07-2020,31,2020,7,7,13,333,367,19.218,73.058
Thane,03-08-2020,32,2020,8,15,17,339,375,19.218,73.058
Thane,10-08-2020,33,2020,8,14,23,309,360,19.218,73.058
Thane,17-08-2020,34,2020,8,8,13,316,351,19.218,73.058
Thane,24-08-2020,35,2020,8,16,18,291,335,19.218,73.058
Thane,31-08-2020,36,2020,8,7,15,327,363,19.218,73.058
Thane,07-09-2020,37,2020,9,9,13,308,335,19.218,73.058
Thane,14-09-2020,38,2020,9,5,10,333,358,19.218,73.058
Thane,21-09-2020,39,2020,9,6,17,339,377,19.218,73.058
Thane,28-09-2020,40,2020,9,10,15,294,330,19.218,73.058
Thane,05-10-2020,41,2020,10,5,11,112,141,19.218,73.058
Thane,12-10-2020,42,2020,10,2,16,144,169,19.218,73.058
Thane,19-10-2020,43,2020,10,3,9,125,146,19.218,73.058
Thane,26-10-2020,44,2020,10,4,11,137,162,19.218,73.058
Thane,02-11-2020,45,2020,11,4,13,95,119,19.218,73.058
Thane,09-11-2020,46,2020,11,4,10,122,149,19.218,73.058
Thane,16-11-2020,47,2020,11,2,12,124,148,19.218,73.058
Thane,23-11-2020,48,2020,11,6,22,149,186,19.218,73.058
Thane,30-11-2020,49,2020,11,3,11,130,152,19.218,73.058
Thane,07-12-2020,50,2020,12,3,10,105,127,19.218,73.058
Thane,14-12-2020,51,2020,12,5,10,84,114,19.218,73.058
Thane,21-12-2020,52,2020,12,1,11,89,109,19.218,73.058
Thane,28-12-2020,53,2020,12,2,12,77,100,19.218,73.058
Thane,04-01-2021,1,2021,1,5,15,99,128,19.218,73.058
Thane,11-01-2021,2,2021,1,5,13,102,126,19.218,73.058
Thane,18-01-2021,3,2021,1,3,10,97,118,19.218,73.058
Thane,25-01-2021,4,2021,1,3,8,99,115,19.218,73.058
Thane,01-02-2021,5,2021,2,2,11,82,100,19.218,73.058
Thane,08-02-2021,6,2021,2,3,6,83,105,19.218,73.058
Thane,15-02-2021,7,2021,2,1,18,91,119,19.218,73.058
Thane,22-02-2021,8,2021,2,3,10,90,111,19.218,73.058
Thane,01-03-2021,9,2021,3,1,10,90,115,19.218,73.058
Thane,08-03-2021,10,2021,3,3,14,85,112,19.218,73.058
Thane,15-03-2021,11,2021,3,5,14,84,116,19.218,73.058
Thane,22-03-2021,12,2021,3,3,10,112,141,19.218,73.058
Thane,29-03-2021,13,2021,3,4,12,86,104,19.218,73.058
Thane,05-04-2021,14,2021,4,4,15,169,198,19.218,73.058
Thane,12-04-2021,15,2021,4,5,23,145,181,19.218,73.058
Thane,19-04-2021,16,2021,4,5,15,148,179,19.218,73.058
Thane,26-04-2021,17,2021,4,5,15,169,198,19.218,73.058
Thane,03-05-2021,18,2021,5,5,23,155,194,19.218,73.058
Thane,10-05-2021,19,2021,5,1,23,158,186,19.218,73.058
Thane,17-05-2021,20,2021,5,6,18,153,184,19.218,73.058
Thane,24-05-2021,21,2021,5,8,26,146,186,19.218,73.058
Thane,31-05-2021,22,2021,5,5,16,176,207,19.218,73.058
Thane,07-06-2021,23,2021,6,10,18,296,335,19.218,73.058
Thane,14-06-2021,24,2021,6,10,28,322,371,19.218,73.058
Thane,21-06-2021,25,2021,6,15,16,301,343,19.218,73.058
Thane,28-06-2021,26,2021,6,12,14,278,310,19.218,73.058
Thane,05-07-2021,27,2021,7,8,18,316,352,19.218,73.058
Thane,12-07-2021,28,2021,7,14,22,282,328,19.218,73.058
Thane,19-07-2021,29,2021,7,11,13,304,349,19.218,73.058
Thane,26-07-2021,30,2021,7,7,16,335,365,19.218,73.058
Thane,02-08-2021,31,2021,8,16,20,278,328,19.218,73.058
Thane,09-08-2021,32,2021,8,11,14,307,344,19.218,73.058
Thane,16-08-2021,33,2021,8,11,12,346,384,19.218,73.058
Thane,23-08-2021,34,2021,8,16,16,318,364,19.218,73.058
Thane,30-08-2021,35,2021,8,7,19,314,355,19.218,73.058
Thane,06-09-2021,36,2021,9,16,13,310,349,19.218,73.058
Thane,13-09-2021,37,2021,9,17,22,301,362,19.218,73.058
Thane,20-09-2021,38,2021,9,12,23,306,345,19.218,73.058
Thane,27-09-2021,39,2021,9,9,18,339,380,19.218,73.058
Thane,04-10-2021,40,2021,10,2,10,128,150,19.218,73.058
Thane,11-10-2021,41,2021,10,1,9,124,141,19.218,73.058
Thane,18-10-2021,42,2021,10,7,12,134,165,19.218,73.058
Thane,25-10-2021,43,2021,10,5,17,132,162,19.218,73.058
Thane,01-11-2021,44,2021,11,6,9,113,134,19.218,73.058
Thane,08-11-2021,45,2021,11,6,13,115,141,19.218,73.058
Thane,15-11-2021,46,2021,11,9,14,105,135,19.218,73.058
Thane,22-11-2021,47,2021,11,5,12,140,163,19.218,73.058
Thane,29-11-2021,48,2021,11,2,10,121,144,19.218,73.058
Thane,06-12-2021,49,2021,12,2,11,101,122,19.218,73.058
Thane,13-12-2021,50,2021,12,6,18,85,119,19.218,73.058
Thane,20-12-2021,51,2021,12,1,12,76,96,19.218,73.058
Thane,27-12-2021,52,2021,12,4,13,83,104,19.218,73.058
Thane,03-01-2022,1,2022,1,3,11,110,134,19.218,73.058
Thane,10-01-2022,2,2022,1,4,18,86,116,19.218,73.058
Thane,17-01-2022,3,2022,1,3,7,100,116,19.218,73.058
Thane,24-01-2022,4,2022,1,3,14,96,128,19.218,73.058
Thane,31-01-2022,5,2022,1,1,10,91,108,19.218,73.058
Thane,07-02-2022,6,2022,2,4,9,77,100,19.218,73.058
Thane,14-02-2022,7,2022,2,1,10,89,107,19.218,73.058
Thane,21-02-2022,8,2022,2,4,14,88,116,19.218,73.058
Thane,28-02-2022,9,2022,2,3,6,82,97,19.218,73.058
Thane,07-03-2022,10,2022,3,2,15,86,113,19.218,73.058
Thane,14-03-2022,11,2022,3,3,18,86,116,19.218,73.058
Thane,21-03-2022,12,2022,3,4,9,91,112,19.218,73.058
Thane,28-03-2022,13,2022,3,1,12,74,100,19.218,73.058
Thane,04-04-2022,14,2022,4,8,22,161,200,19.218,73.058
Thane,11-04-2022,15,2022,4,4,12,169,196,19.218,73.058
Thane,18-04-2022,16,2022,4,9,16,154,188,19.218,73.058
Thane,25-04-2022,17,2022,4,2,24,143,172,19.218,73.058
Thane,02-05-2022,18,2022,5,4,17,162,193,19.218,73.058
Thane,09-05-2022,19,2022,5,4,26,154,195,19.218,73.058
Thane,16-05-2022,20,2022,5,3,17,160,186,19.218,73.058
Thane,23-05-2022,21,2022,5,7,17,181,210,19.218,73.058
Thane,30-05-2022,22,2022,5,8,15,136,167,19.218,73.058
Thane,06-06-2022,23,2022,6,13,13,307,347,19.218,73.058
Thane,13-06-2022,24,2022,6,12,14,326,358,19.218,73.058
Thane,20-06-2022,25,2022,6,9,23,318,359,19.218,73.058
Thane,27-06-2022,26,2022,6,12,8,240,270,19.218,73.058
Thane,04-07-2022,27,2022,7,13,17,315,353,19.218,73.058
Thane,11-07-2022,28,2022,7,9,11,269,299,19.218,73.058
Thane,18-07-2022,29,2022,7,12,14,342,377,19.218,73.058
Thane,25-07-2022,30,2022,7,23,14,332,376,19.218,73.058
Thane,01-08-2022,31,2022,8,9,24,285,332,19.218,73.058
Thane,08-08-2022,32,2022,8,6,14,303,330,19.218,73.058
Thane,15-08-2022,33,2022,8,12,19,323,366,19.218,73.058
Thane,22-08-2022,34,2022,8,7,22,294,329,19.218,73.058
Thane,29-08-2022,35,2022,8,9,20,280,319,19.218,73.058
Thane,05-09-2022,36,2022,9,10,14,310,344,19.218,73.058
Thane,12-09-2022,37,2022,9,13,14,314,356,19.218,73.058
Thane,19-09-2022,38,2022,9,10,11,309,341,19.218,73.058
Thane,26-09-2022,39,2022,9,7,25,298,342,19.218,73.058
Thane,03-10-2022,40,2022,10,6,9,136,157,19.218,73.058
Thane,10-10-2022,41,2022,10,5,10,123,151,19.218,73.058
Thane,17-10-2022,42,2022,10,4,9,132,159,19.218,73.058
Thane,24-10-2022,43,2022,10,4,15,125,150,19.218,73.058
Thane,31-10-2022,44,2022,10,5,7,127,152,19.218,73.058
Thane,07-11-2022,45,2022,11,5,11,133,161,19.218,73.058
Thane,14-11-2022,46,2022,11,1,9,127,145,19.218,73.058
Thane,21-11-2022,47,2022,11,2,11,129,145,19.218,73.058
Thane,28-11-2022,48,2022,11,4,9,137,158,19.218,73.058
Thane,05-12-2022,49,2022,12,2,9,89,110,19.218,73.058
Thane,12-12-2022,50,2022,12,3,13,97,118,19.218,73.058
Thane,19-12-2022,51,2022,12,5,10,93,113,19.218,73.058
Thane,26-12-2022,52,2022,12,2,11,74,97,19.218,73.058
Thane,02-01-2023,1,2023,1,1,6,96,116,19.218,73.058
Thane,09-01-2023,2,2023,1,2,17,105,135,19.218,73.058
Thane,16-01-2023,3,2023,1,2,11,102,126,19.218,73.058
Thane,23-01-2023,4,2023,1,4,13,86,109,19.218,73.058
Thane,30-01-2023,5,2023,1,4,9,78,101,19.218,73.058
Thane,06-02-2023,6,2023,2,3,9,79,99,19.218,73.058
Thane,13-02-2023,7,2023,2,4,10,82,106,19.218,73.058
Thane,20-02-2023,8,2023,2,6,9,77,99,19.218,73.058
Thane,27-02-2023,9,2023,2,5,21,74,112,19.218,73.058
Thane,06-03-2023,10,2023,3,1,16,87,111,19.218,73.058
Thane,13-03-2023,11,2023,3,6,14,77,106,19.218,73.058
Thane,20-03-2023,12,2023,3,2,13,82,105,19.218,73.058
Thane,27-03-2023,13,2023,3,1,8,70,88,19.218,73.058
Thane,03-04-2023,14,2023,4,3,22,189,225,19.218,73.058
Thane,10-04-2023,15,2023,4,3,21,146,177,19.218,73.058
Thane,17-04-2023,16,2023,4,2,29,149,195,19.218,73.058
Thane,24-04-2023,17,2023,4,6,24,141,178,19.218,73.058
Thane,01-05-2023,18,2023,5,6,26,154,192,19.218,73.058
Thane,08-05-2023,19,2023,5,9,17,164,198,19.218,73.058
Thane,15-05-2023,20,2023,5,5,11,167,195,19.218,73.058
Thane,22-05-2023,21,2023,5,5,16,170,200,19.218,73.058
Thane,29-05-2023,22,2023,5,2,18,150,181,19.218,73.058
